id_policy,id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount,pol_bonus,pol_coverage,pol_duration,pol_sit_duration,pol_pay_freq,pol_payd,pol_usage,pol_insee_code,drv_drv2,drv_age1,drv_age2,drv_sex1,drv_sex2,drv_age_lic1,drv_age_lic2,vh_age,vh_cyl,vh_din,vh_fuel,vh_make,vh_model,vh_sale_begin,vh_sale_end,vh_speed,vh_type,vh_value,vh_weight,claim_amount_winsorized
A00074790-V01,A00074790,V01,0,CL01,1,2264.41,0.76,4.0,5.0,3.0,Yearly,No,WorkPrivate,29019,No,28,,F,,6.0,0.0,6.0,1997.0,90.0,Diesel,CITROEN,BERLINGO,9.0,6.0,160.0,Tourism,18950.0,1311.0,2264.41
A00038452-V02,A00038452,V02,0,CL01,1,435.45,0.5,4.0,5.0,4.0,Monthly,No,WorkPrivate,69116,No,57,,F,,32.0,0.0,7.0,1398.0,68.0,Diesel,CITROEN,C3,7.0,4.0,158.0,Tourism,17850.0,1174.0,435.45
A00058551-V01,A00058551,V01,0,CL02,1,1010.41,0.5,3.0,27.0,6.0,Yearly,No,WorkPrivate,29058,No,75,,M,,52.0,0.0,11.0,1587.0,111.0,Gasoline,TOYOTA,AVENSIS,13.0,9.0,195.0,Tourism,18752.0,1205.0,1010.41
A00071857-V01,A00071857,V01,0,CL01,1,635.16,0.5,4.0,11.0,3.0,Biannual,No,Retired,06029,No,69,,M,,46.0,0.0,6.0,2148.0,150.0,Diesel,MERCEDES BENZ,CLK,6.0,1.0,221.0,Tourism,41300.0,1570.0,635.16
A00053311-V01,A00053311,V01,0,CL01,1,64.49,0.5,4.0,8.0,1.0,Yearly,No,Retired,06088,No,68,,F,,46.0,0.0,8.0,1390.0,98.0,Gasoline,RENAULT,CLIO,10.0,8.0,186.0,Tourism,13750.0,980.0,64.49
A00039164-V01,A00039164,V01,0,CL01,1,2807.14,0.5,4.0,12.0,2.0,Yearly,No,Retired,37261,Yes,62,55,M,F,44.0,27.0,3.0,1896.0,90.0,Diesel,RENAULT,TOURAN,3.0,2.0,171.0,Tourism,19710.0,1498.0,2807.14
A00009800-V01,A00009800,V01,0,CL02,1,3277.47,0.5,4.0,14.0,1.0,Biannual,No,WorkPrivate,94078,Yes,47,19,M,M,25.0,1.0,1.0,2231.0,150.0,Diesel,TOYOTA,RAV4,2.0,1.0,190.0,Tourism,27500.0,1585.0,3277.47
A00080751-V01,A00080751,V01,0,CL01,1,732.3,0.5,4.0,26.0,2.0,Monthly,No,Professional,64122,No,52,,M,,32.0,0.0,15.0,2068.0,94.0,Diesel,RENAULT,ESPACE,16.0,14.0,167.0,Tourism,30460.0,1380.0,732.3
A00000836-V01,A00000836,V01,0,CL01,1,299.39,0.5,4.0,3.0,1.0,Yearly,No,WorkPrivate,90054,Yes,35,35,F,M,17.0,17.0,3.0,1461.0,86.0,Diesel,RENAULT,MODUS,3.0,1.0,171.0,Tourism,19850.0,1225.0,299.39
A00003967-V01,A00003967,V01,0,CL01,1,603.14,0.58,4.0,13.0,5.0,Monthly,No,WorkPrivate,44190,No,58,,F,,31.0,0.0,7.0,1398.0,68.0,Diesel,FORD,FIESTA,9.0,3.0,164.0,Tourism,15800.0,1070.0,603.14
A00054690-V01,A00054690,V01,0,CL01,1,315.42,0.5,4.0,10.0,2.0,Biannual,No,Retired,69266,No,61,,F,,40.0,0.0,7.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,8.0,163.0,Tourism,13050.0,960.0,315.42
A00050579-V01,A00050579,V01,0,CL01,1,1236.0,0.57,4.0,2.0,1.0,Yearly,No,Professional,01424,No,34,,F,,16.0,0.0,3.0,1997.0,136.0,Diesel,PEUGEOT,308,3.0,2.0,201.0,Tourism,26450.0,1575.0,1236.0
A00004026-V01,A00004026,V01,0,CL01,1,1277.12,0.51,3.0,15.0,1.0,Monthly,No,WorkPrivate,2A004,No,48,,M,,25.0,0.0,7.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,11300.0,845.0,1277.12
A00008201-V01,A00008201,V01,0,CL01,1,92.09,0.5,4.0,8.0,1.0,Biannual,No,WorkPrivate,29260,Yes,47,20,F,F,27.0,1.0,5.0,1598.0,105.0,Gasoline,OPEL,MERIVA,5.0,1.0,181.0,Tourism,17690.0,1300.0,92.09
A00089423-V02,A00089423,V02,0,CL01,1,6104.4,0.5,4.0,9.0,2.0,Yearly,No,WorkPrivate,93071,No,65,,M,,38.0,0.0,9.0,1870.0,102.0,Diesel,RENAULT,SCENIC,11.0,10.0,174.0,Tourism,20124.0,1290.0,4181.04
A00004876-V01,A00004876,V01,0,CL01,1,-687.69,0.5,3.0,8.0,1.0,Monthly,No,WorkPrivate,50416,Yes,45,39,M,F,25.0,19.0,10.0,1997.0,90.0,Diesel,PEUGEOT,307,10.0,7.0,179.0,Tourism,18100.0,1243.0,-687.69
A00043415-V01,A00043415,V01,0,CL01,1,1300.3,0.5,4.0,24.0,3.0,Biannual,No,Professional,26049,No,56,,M,,35.0,0.0,4.0,1461.0,66.0,Diesel,RENAULT,KANGOO,6.0,5.0,146.0,Commercial,16266.0,1120.0,1300.3
A00044323-V01,A00044323,V01,0,CL01,1,452.7,0.68,4.0,1.0,1.0,Monthly,No,WorkPrivate,29053,No,37,,F,,16.0,0.0,7.0,1997.0,90.0,Diesel,CITROEN,XSARA,11.0,7.0,180.0,Tourism,19900.0,1275.0,452.7
A00081527-V01,A00081527,V01,0,CL01,1,0.0,0.51,3.0,3.0,1.0,Biannual,No,WorkPrivate,89201,No,48,,M,,29.0,0.0,9.0,2151.0,82.0,Diesel,MERCEDES BENZ,VITO,12.0,7.0,143.0,Commercial,20332.0,1219.2,0.0
A00049402-V02,A00049402,V02,0,CL01,1,1152.41,0.5,1.0,4.0,3.0,Biannual,No,WorkPrivate,82190,No,36,,M,,17.0,0.0,26.0,1108.0,32.0,Gasoline,RENAULT,R4 F6,29.0,26.0,110.0,Commercial,6324.0,1220.0,1152.41
A00013409-V01,A00013409,V01,0,CL02,1,0.0,0.5,4.0,2.0,2.0,Quarterly,No,WorkPrivate,59455,No,40,,M,,21.0,0.0,4.0,1461.0,106.0,Diesel,RENAULT,MEGANE,6.0,5.0,185.0,Tourism,21500.0,1205.0,0.0
A00020770-V01,A00020770,V01,0,CL01,1,510.79,0.76,2.0,3.0,3.0,Monthly,No,WorkPrivate,45234,No,59,,M,,36.0,0.0,14.0,2088.0,111.0,Diesel,PEUGEOT,605,19.0,14.0,192.0,Tourism,26496.0,1430.0,510.79
A00030827-V01,A00030827,V01,0,CL01,1,1010.41,0.5,1.0,7.0,7.0,Yearly,No,Retired,59599,No,74,,M,,38.0,0.0,16.0,2188.0,83.0,Diesel,RENAULT,LAGUNA,17.0,14.0,175.0,Tourism,23523.0,1335.0,1010.41
A00019740-V01,A00019740,V01,0,CL01,1,60.29,0.5,4.0,5.0,3.0,Monthly,No,WorkPrivate,66028,Yes,58,26,M,M,38.0,7.0,4.0,1560.0,90.0,Diesel,PEUGEOT,PARTNER,6.0,3.0,163.0,Tourism,18900.0,1110.0,60.29
A00063934-V01,A00063934,V01,0,CL01,1,1121.18,0.5,4.0,22.0,3.0,Monthly,No,Retired,06090,No,72,,F,,41.0,0.0,6.0,1560.0,90.0,Diesel,FORD,FUSION,7.0,7.0,176.0,Tourism,16800.0,1087.0,1121.18
A00058066-V01,A00058066,V01,0,CL01,1,1010.41,0.5,3.0,2.0,1.0,Monthly,Yes,Retired,02691,No,68,,F,,29.0,0.0,15.0,1299.0,60.0,Gasoline,FORD,KA,15.0,14.0,155.0,Tourism,9041.0,890.0,1010.41
A00028574-V01,A00028574,V01,0,CL01,1,8644.01,0.74,4.0,5.0,2.0,Biannual,No,Retired,59487,No,66,,M,,41.0,0.0,2.0,1461.0,106.0,Diesel,RENAULT,MEGANE,3.0,1.0,190.0,Tourism,24150.0,1205.0,4181.04
A00054166-V01,A00054166,V01,0,CL01,1,354.94,0.5,4.0,9.0,1.0,Biannual,No,WorkPrivate,34336,No,54,,F,,29.0,0.0,1.0,1149.0,77.0,Gasoline,RENAULT,TWINGO,1.0,1.0,169.0,Tourism,10850.0,864.0,354.94
A00061935-V01,A00061935,V01,0,CL01,1,161.89,0.5,4.0,9.0,4.0,Yearly,No,Retired,42256,Yes,67,64,M,F,49.0,44.0,9.0,1870.0,101.0,Diesel,RENAULT,TRAFIC,10.0,5.0,155.0,Commercial,23442.0,1416.0,161.89
A00037765-V01,A00037765,V01,0,CL01,1,811.87,0.5,4.0,4.0,4.0,Yearly,No,WorkPrivate,33529,Yes,63,66,M,F,40.0,40.0,10.0,2476.0,101.0,Diesel,HYUNDAI,GALLOPER,10.0,10.0,140.0,Tourism,19346.0,1820.0,811.87
A00023295-V01,A00023295,V01,0,CL01,1,1010.41,0.5,2.0,3.0,3.0,Yearly,No,WorkPrivate,68066,No,55,,M,,34.0,0.0,21.0,1588.0,60.0,Diesel,VOLKSWAGEN,GOLF,22.0,19.0,151.0,Tourism,12955.0,960.0,1010.41
A00090761-V01,A00090761,V01,0,CL01,1,0.0,0.9,3.0,2.0,1.0,Monthly,No,WorkPrivate,59314,No,31,,F,,10.0,0.0,11.0,1360.0,75.0,Gasoline,CITROEN,XSARA,13.0,11.0,175.0,Tourism,13568.0,1095.0,0.0
A00030311-V01,A00030311,V01,0,CL03,1,178.54,0.85,4.0,6.0,2.0,Monthly,No,WorkPrivate,86194,No,28,,M,,9.0,0.0,8.0,1870.0,120.0,Diesel,RENAULT,MEGANE,9.0,6.0,196.0,Tourism,22800.0,1270.0,178.54
A00036495-V01,A00036495,V01,0,CL01,1,2384.97,0.5,4.0,8.0,2.0,Monthly,No,WorkPrivate,95582,Yes,43,39,F,M,24.0,20.0,7.0,1149.0,75.0,Gasoline,RENAULT,CLIO,10.0,8.0,170.0,Tourism,13050.0,930.0,2384.97
A00026019-V01,A00026019,V01,0,CL01,1,3288.46,0.5,4.0,4.0,1.0,Monthly,No,Retired,46330,No,68,,M,,50.0,0.0,3.0,1364.0,90.0,Diesel,TOYOTA,AURIS,4.0,1.0,175.0,Tourism,20800.0,1265.0,3288.46
A00066004-V01,A00066004,V01,0,CL01,1,150.46,0.68,4.0,11.0,1.0,Yearly,No,WorkPrivate,92063,Yes,39,38,F,M,21.0,19.0,8.0,1997.0,90.0,Diesel,CITROEN,XSARA,10.0,6.0,175.0,Tourism,22450.0,1300.0,150.46
A00046969-V03,A00046969,V03,0,CL01,1,564.38,0.5,4.0,9.0,1.0,Biannual,No,Professional,03023,No,61,,M,,43.0,0.0,2.0,2148.0,130.0,Diesel,MERCEDES BENZ,SPRINTER,4.0,2.0,157.0,Commercial,27460.0,1542.8,564.38
A00043045-V01,A00043045,V01,0,CL02,1,87.15,0.5,3.0,25.0,2.0,Monthly,No,WorkPrivate,14699,No,51,,M,,31.0,0.0,6.0,1870.0,82.0,Diesel,RENAULT,TRAFIC,10.0,5.0,138.0,Commercial,21887.0,1897.2,87.15
A00071704-V01,A00071704,V01,0,CL02,1,5152.04,0.77,4.0,1.0,1.0,Biannual,No,WorkPrivate,83070,No,53,,M,,32.0,0.0,8.0,1995.0,116.0,Diesel,TOYOTA,RAV4,8.0,6.0,170.0,Tourism,29550.0,1490.0,4181.04
A00030697-V01,A00030697,V01,0,CL01,1,460.55,0.51,2.0,13.0,1.0,Monthly,No,WorkPrivate,59009,No,53,,M,,22.0,0.0,21.0,1905.0,71.0,Diesel,PEUGEOT,405,21.0,19.0,165.0,Tourism,17669.0,1020.0,460.55
A00083798-V01,A00083798,V01,0,CL01,1,64.08,0.5,4.0,2.0,1.0,Monthly,No,WorkPrivate,91223,No,47,,F,,27.0,0.0,2.0,1229.0,81.0,Gasoline,OPEL,CORSA,5.0,4.0,168.0,Tourism,11980.0,1043.0,64.08
A00061012-V01,A00061012,V01,0,CL01,1,-447.38,0.76,1.0,5.0,3.0,Yearly,No,WorkPrivate,75116,No,56,,F,,26.0,0.0,14.0,1108.0,56.0,Gasoline,FIAT,PUNTO,18.0,16.0,150.0,Tourism,9254.0,840.0,-447.38
A00078693-V02,A00078693,V02,0,CL01,1,1236.0,0.5,4.0,1.0,1.0,Yearly,No,Retired,66180,No,74,,M,,47.0,0.0,9.0,1998.0,109.0,Diesel,PEUGEOT,406,10.0,8.0,191.0,Tourism,23850.0,1415.0,1236.0
A00039798-V01,A00039798,V01,0,CL01,1,142.4,0.76,3.0,8.0,2.0,Monthly,No,WorkPrivate,69013,No,34,,M,,15.0,0.0,16.0,1124.0,60.0,Gasoline,PEUGEOT,106,18.0,15.0,165.0,Tourism,10062.0,790.0,142.4
A00040010-V01,A00040010,V01,0,CL01,1,203.33,0.5,2.0,13.0,4.0,Biannual,No,WorkPrivate,01142,Yes,73,35,M,M,50.0,16.0,16.0,1762.0,104.0,Gasoline,PEUGEOT,306,18.0,15.0,180.0,Tourism,17364.0,1080.0,203.33
A00071277-V02,A00071277,V02,0,CL01,1,420.07,0.5,4.0,21.0,3.0,Yearly,No,WorkPrivate,56233,Yes,67,43,F,M,45.0,22.0,5.0,1461.0,68.0,Diesel,RENAULT,CLIO,6.0,5.0,162.0,Tourism,15050.0,1155.0,420.07
A00073174-V01,A00073174,V01,0,CL01,1,249.91,0.5,3.0,7.0,2.0,Biannual,No,WorkPrivate,64129,No,34,,M,,15.0,0.0,14.0,1149.0,59.0,Gasoline,RENAULT,CLIO,15.0,14.0,160.0,Tourism,11556.0,855.0,249.91
A00079168-V01,A00079168,V01,0,CL01,1,456.36,0.5,4.0,5.0,2.0,Monthly,No,WorkPrivate,62014,No,36,,M,,17.0,0.0,10.0,1998.0,116.0,Diesel,FORD,MONDEO,11.0,9.0,195.0,Tourism,21420.0,1431.0,456.36
A00057562-V01,A00057562,V01,0,CL01,1,1277.07,0.5,4.0,25.0,4.0,Yearly,No,Retired,83118,No,76,,M,,54.0,0.0,4.0,1398.0,68.0,Diesel,PEUGEOT,206,6.0,2.0,168.0,Commercial,15800.0,1049.0,1277.07
A00033483-V01,A00033483,V01,0,CL01,1,692.63,0.5,4.0,6.0,4.0,Biannual,No,WorkPrivate,67523,No,36,,M,,18.0,0.0,6.0,1910.0,150.0,Diesel,OPEL,VECTRA,7.0,6.0,217.0,Tourism,26850.0,1428.0,692.63
A00015748-V01,A00015748,V01,0,CL01,1,586.4,0.5,4.0,2.0,2.0,Monthly,No,WorkPrivate,59512,No,33,,M,,14.0,0.0,10.0,1997.0,109.0,Diesel,PEUGEOT,307,10.0,8.0,193.0,Tourism,23200.0,1243.0,586.4
A00056082-V01,A00056082,V01,0,CL01,1,1236.0,0.8,1.0,5.0,3.0,Biannual,No,WorkPrivate,06069,No,46,,F,,6.0,0.0,7.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,7.0,163.0,Commercial,12678.0,950.0,1236.0
A00033474-V01,A00033474,V01,0,CL01,1,2559.94,0.5,4.0,12.0,5.0,Monthly,No,WorkPrivate,13214,Yes,56,53,M,F,34.0,27.0,12.0,1598.0,108.0,Gasoline,RENAULT,SCENIC,13.0,11.0,182.0,Tourism,19727.0,1250.0,2559.94
A00077035-V01,A00077035,V01,0,CL02,1,1236.0,0.5,3.0,2.0,2.0,Biannual,No,WorkPrivate,83103,Yes,53,22,M,F,35.0,3.0,11.0,1149.0,59.0,Gasoline,RENAULT,TWINGO,13.0,11.0,151.0,Tourism,8522.0,823.0,1236.0
A00050352-V01,A00050352,V01,0,CL02,1,0.0,0.5,4.0,18.0,2.0,Yearly,No,Retired,57545,No,64,,M,,46.0,0.0,4.0,1248.0,75.0,Diesel,FIAT,PUNTO,6.0,4.0,165.0,Tourism,12750.0,1090.0,0.0
A00057840-V01,A00057840,V01,0,CL01,1,81.99,0.64,3.0,5.0,5.0,Monthly,No,WorkPrivate,76705,Yes,29,41,F,M,9.0,18.0,11.0,1868.0,70.0,Diesel,PEUGEOT,306,12.0,11.0,162.0,Tourism,14231.0,1325.0,81.99
A00013874-V01,A00013874,V01,0,CL01,1,582.92,0.5,4.0,1.0,1.0,Biannual,No,Retired,77288,No,81,,M,,49.0,0.0,4.0,1461.0,106.0,Diesel,RENAULT,SCENIC,5.0,4.0,176.0,Tourism,25300.0,1365.0,582.92
A00070037-V01,A00070037,V01,0,CL01,1,56.19,0.5,3.0,1.0,1.0,Monthly,No,WorkPrivate,38392,Yes,42,41,F,M,23.0,8.0,6.0,1398.0,68.0,Diesel,CITROEN,C3,9.0,1.0,158.0,Tourism,18150.0,1058.0,56.19
A00084739-V01,A00084739,V01,0,CL01,1,647.82,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,07055,No,46,,F,,25.0,0.0,5.0,1461.0,106.0,Diesel,RENAULT,SCENIC,6.0,5.0,178.0,Tourism,24100.0,1365.0,647.82
A00075513-V01,A00075513,V01,0,CL01,1,489.51,0.5,4.0,23.0,1.0,Biannual,No,WorkPrivate,44035,No,45,,M,,27.0,0.0,2.0,1397.0,131.0,Gasoline,RENAULT,MEGANE,2.0,1.0,200.0,Tourism,22050.0,1205.0,489.51
A00045466-V01,A00045466,V01,0,CL01,1,1391.16,0.5,4.0,6.0,2.0,Yearly,No,Retired,42011,No,72,,M,,53.0,0.0,4.0,1995.0,150.0,Diesel,RENAULT,ESPACE,5.0,2.0,194.0,Tourism,38550.0,1825.0,1391.16
A00061414-V02,A00061414,V02,0,CL01,1,3288.46,0.5,4.0,3.0,3.0,Yearly,No,WorkPrivate,88369,Yes,45,40,M,F,27.0,19.0,9.0,1997.0,90.0,Diesel,CITROEN,XSARA,12.0,6.0,175.0,Tourism,20750.0,1320.0,3288.46
A00048385-V01,A00048385,V01,0,CL01,1,46.85,0.5,4.0,7.0,2.0,Yearly,No,WorkPrivate,92064,No,65,,M,,46.0,0.0,3.0,2987.0,225.0,Diesel,MERCEDES BENZ,ML320,6.0,2.0,210.0,Tourism,56350.0,2110.0,46.85
A00089933-V01,A00089933,V01,0,CL01,1,190.82,0.5,3.0,2.0,2.0,Monthly,No,WorkPrivate,59592,No,48,,M,,30.0,0.0,15.0,1781.0,90.0,Gasoline,RENAULT,GOLF,18.0,15.0,180.0,Tourism,14407.0,1020.0,190.82
A00074833-V01,A00074833,V01,0,CL01,1,1309.24,1.0,4.0,5.0,4.0,Monthly,No,WorkPrivate,75115,No,33,,M,,12.0,0.0,5.0,1368.0,96.0,Gasoline,FIAT,PUNTO,5.0,4.0,178.0,Tourism,14000.0,1075.0,1309.24
A00069865-V01,A00069865,V01,0,CL01,1,3819.12,0.5,4.0,1.0,1.0,Biannual,No,WorkPrivate,84116,No,62,,M,,44.0,0.0,1.0,1968.0,143.0,Diesel,AUDI,A4 AVANT,3.0,1.0,207.0,Tourism,45330.0,1595.0,3819.12
A00071720-V01,A00071720,V01,0,CL01,1,101.03,0.5,4.0,2.0,2.0,Monthly,No,Retired,76163,Yes,64,60,M,F,42.0,32.0,8.0,1997.0,90.0,Diesel,CITROEN,XSARA,12.0,6.0,175.0,Tourism,20750.0,1320.0,101.03
A00078755-V01,A00078755,V01,0,CL01,1,0.0,0.9,3.0,5.0,1.0,Biannual,No,WorkPrivate,14554,No,40,,M,,19.0,0.0,9.0,1868.0,70.0,Diesel,CITROEN,BERLINGO,13.0,9.0,144.0,Commercial,13096.0,1155.0,0.0
A00078482-V01,A00078482,V01,0,CL01,1,77.66,0.5,4.0,19.0,1.0,Yearly,No,WorkPrivate,44131,No,48,,F,,28.0,0.0,1.0,1968.0,120.0,Diesel,AUDI,A4,2.0,1.0,205.0,Tourism,31810.0,1470.0,77.66
A00086743-V01,A00086743,V01,0,CL01,1,225.76,0.5,4.0,16.0,5.0,Biannual,No,WorkPrivate,76561,No,41,,M,,21.0,0.0,5.0,1560.0,90.0,Diesel,PEUGEOT,307,6.0,6.0,179.0,Tourism,17500.0,1193.0,225.76
A00074655-V02,A00074655,V02,0,CL01,1,1673.96,0.5,4.0,19.0,3.0,Yearly,No,Professional,78551,Yes,42,38,F,M,24.0,19.0,6.0,1598.0,170.0,Gasoline,MINI,MINI,7.0,5.0,218.0,Tourism,22800.0,1215.0,1673.96
A00061454-V01,A00061454,V01,0,CL02,1,2323.95,0.5,4.0,15.0,2.0,Biannual,No,WorkPrivate,29235,Yes,46,51,M,F,25.0,21.0,5.0,1560.0,90.0,Diesel,PEUGEOT,307,6.0,6.0,174.0,Tourism,20800.0,1560.0,2323.95
A00014678-V01,A00014678,V01,0,CL01,1,214.37,0.5,3.0,25.0,10.0,Monthly,No,Professional,06088,No,82,,M,,53.0,0.0,12.0,1783.0,120.0,Gasoline,RENAULT,LAGUNA,13.0,12.0,195.0,Tourism,21191.0,1265.0,214.37
A00086824-V01,A00086824,V01,0,CL01,1,511.4,0.5,4.0,30.0,5.0,Biannual,No,WorkPrivate,57534,Yes,60,57,M,F,39.0,29.0,5.0,1896.0,105.0,Diesel,VOLKSWAGEN,JETTA,6.0,4.0,189.0,Tourism,21940.0,1345.0,511.4
A00009578-V01,A00009578,V01,0,CL01,1,370.69,0.5,4.0,1.0,1.0,Monthly,No,WorkPrivate,91201,Yes,58,20,F,F,33.0,1.0,7.0,1360.0,75.0,Gasoline,PEUGEOT,206,9.0,6.0,170.0,Tourism,13900.0,950.0,370.69
A00074850-V01,A00074850,V01,0,CL01,1,771.46,0.5,4.0,26.0,4.0,Biannual,No,WorkPrivate,77316,No,62,,M,,43.0,0.0,7.0,1595.0,102.0,Gasoline,AUDI,A3,8.0,5.0,185.0,Tourism,21840.0,1205.0,771.46
A00078775-V01,A00078775,V01,0,CL01,1,462.38,0.5,4.0,2.0,2.0,Yearly,No,WorkPrivate,44143,No,54,,M,,35.0,0.0,6.0,1998.0,164.0,Gasoline,RENAULT,SCENIC,8.0,7.0,206.0,Tourism,24450.0,1425.0,462.38
A00036649-V01,A00036649,V01,0,CL01,1,-308.12,0.5,4.0,25.0,1.0,Yearly,No,WorkPrivate,79266,Yes,49,21,F,F,29.0,1.0,5.0,1753.0,116.0,Diesel,FORD,FOCUS,6.0,4.0,190.0,Tourism,21900.0,1351.0,-308.12
A00030309-V01,A00030309,V01,0,CL01,1,847.87,0.5,4.0,6.0,6.0,Yearly,No,WorkPrivate,85204,No,51,,M,,32.0,0.0,13.0,2664.0,125.0,Diesel,NISSAN,TERRANO 2,13.0,11.0,155.0,Tourism,26222.0,1875.0,847.87
A00031362-V01,A00031362,V01,0,CL01,1,-386.77,0.5,4.0,4.0,1.0,Yearly,No,WorkPrivate,33080,No,58,,F,,40.0,0.0,4.0,1149.0,75.0,Gasoline,RENAULT,TWINGO,11.0,5.0,170.0,Tourism,10500.0,845.0,-386.77
A00054795-V01,A00054795,V01,0,CL01,1,2737.7,0.85,4.0,1.0,1.0,Monthly,No,WorkPrivate,31557,No,22,,M,,4.0,0.0,3.0,1560.0,109.0,Diesel,MINI,MINI,5.0,2.0,195.0,Tourism,20900.0,1110.0,2737.7
A00083893-V01,A00083893,V01,0,CL01,1,220.45,0.5,4.0,13.0,6.0,Monthly,No,WorkPrivate,08122,No,33,,M,,14.0,0.0,7.0,1997.0,177.0,Gasoline,PEUGEOT,307,8.0,6.0,220.0,Tourism,28850.0,1460.0,220.45
A00043307-V01,A00043307,V01,0,CL01,1,422.22,0.5,4.0,3.0,2.0,Monthly,No,WorkPrivate,38140,No,49,,F,,30.0,0.0,9.0,1461.0,66.0,Diesel,RENAULT,CLIO,10.0,8.0,163.0,Tourism,13050.0,960.0,422.22
A00009936-V01,A00009936,V01,0,CL01,1,457.07,0.5,2.0,11.0,2.0,Yearly,No,WorkPrivate,64024,No,52,,M,,33.0,0.0,14.0,1686.0,82.0,Diesel,OPEL,ASTRA,15.0,14.0,173.0,Tourism,18101.0,1090.0,457.07
A00039291-V01,A00039291,V01,0,CL01,1,0.0,0.5,3.0,16.0,1.0,Biannual,No,Professional,29019,No,61,,M,,38.0,0.0,16.0,2496.0,86.0,Diesel,FORD,TRANSIT,17.0,13.0,129.0,Commercial,21530.0,1816.4,0.0
A00032147-V01,A00032147,V01,0,CL01,1,1221.53,0.6,4.0,9.0,3.0,Monthly,No,WorkPrivate,59554,No,40,,F,,22.0,0.0,3.0,1461.0,85.0,Diesel,DACIA,LOGAN,4.0,3.0,161.0,Tourism,12840.0,1245.0,1221.53
A00063990-V01,A00063990,V01,0,CL01,1,101.89,0.54,4.0,8.0,4.0,Monthly,No,WorkPrivate,03168,No,32,,M,,12.0,0.0,5.0,1461.0,86.0,Diesel,RENAULT,CLIO,6.0,5.0,174.0,Tourism,15050.0,1165.0,101.89
A00086324-V01,A00086324,V01,0,CL01,1,1236.0,0.68,4.0,1.0,1.0,Monthly,No,Professional,80010,No,31,,M,,13.0,0.0,5.0,1997.0,90.0,Diesel,PEUGEOT,PARTNER,9.0,4.0,163.0,Commercial,16325.0,1185.0,1236.0
A00034213-V01,A00034213,V01,0,CL01,1,4345.89,0.5,4.0,29.0,3.0,Biannual,No,WorkPrivate,62571,No,61,,F,,43.0,0.0,10.0,1998.0,101.0,Diesel,OPEL,ZAFIRA,12.0,7.0,175.0,Tourism,23530.0,1300.0,4181.04
A00058325-V01,A00058325,V01,0,CL01,1,1103.4,0.5,4.0,12.0,4.0,Biannual,No,WorkPrivate,70550,No,38,,M,,18.0,0.0,4.0,1398.0,68.0,Diesel,PEUGEOT,206,9.0,9.0,168.0,Tourism,14520.0,1049.0,1103.4
A00032805-V01,A00032805,V01,0,CL01,1,-291.04,0.68,4.0,10.0,3.0,Biannual,No,WorkPrivate,71004,No,37,,M,,18.0,0.0,3.0,1461.0,86.0,Diesel,RENAULT,MODUS,3.0,1.0,171.0,Tourism,19850.0,1225.0,-291.04
A00036321-V01,A00036321,V01,0,CL01,1,1448.0,0.5,4.0,13.0,4.0,Yearly,No,Retired,94058,Yes,86,80,M,F,51.0,50.0,9.0,1360.0,75.0,Gasoline,PEUGEOT,206,13.0,8.0,170.0,Tourism,14300.0,950.0,1448.0
A00055113-V01,A00055113,V01,0,CL01,1,604.33,0.8,4.0,14.0,10.0,Biannual,No,WorkPrivate,59516,No,39,,M,,14.0,0.0,11.0,1896.0,116.0,Diesel,AUDI,A4,12.0,11.0,200.0,Tourism,26191.0,1285.0,604.33
A00081357-V01,A00081357,V01,0,CL01,1,460.17,0.62,4.0,23.0,1.0,Yearly,No,Retired,24222,No,63,,F,,40.0,0.0,4.0,1998.0,143.0,Diesel,MAZDA,MAZDA6,6.0,4.0,203.0,Tourism,25300.0,1485.0,460.17
A00047183-V01,A00047183,V01,0,CL01,1,371.6,0.5,4.0,22.0,1.0,Monthly,No,WorkPrivate,62730,Yes,45,41,M,F,22.0,21.0,2.0,1461.0,86.0,Diesel,RENAULT,MEGANE,4.0,3.0,174.0,Tourism,20700.0,1195.0,371.6
A00072558-V01,A00072558,V01,0,CL01,1,1236.0,0.5,2.0,12.0,2.0,Yearly,No,WorkPrivate,55186,No,54,,F,,35.0,0.0,12.0,1905.0,70.0,Diesel,CITROEN,BERLINGO,13.0,12.0,142.0,Tourism,14254.0,1110.0,1236.0
A00025946-V01,A00025946,V01,0,CL02,1,259.46,0.57,3.0,14.0,1.0,Biannual,No,Professional,22187,No,35,,M,,17.0,0.0,12.0,2461.0,102.0,Diesel,VOLKSWAGEN,TRANSPORTER,15.0,11.0,160.0,Commercial,22541.0,2023.0,259.46
A00086578-V01,A00086578,V01,0,CL01,1,841.16,0.5,2.0,6.0,6.0,Yearly,No,Retired,68343,No,73,,F,,51.0,0.0,16.0,1799.0,123.0,Gasoline,MERCEDES BENZ,C180,16.0,13.0,193.0,Tourism,26313.0,1350.0,841.16
